 gdp_for_year ($) ,HDI for year,age,country,country-year,gdp_per_capita ($),generation,population,sex,suicides/100k pop,suicides_no,year
"11,926,953,259",0.722,15-24 years,Albania,Albania2010,4359.0,Millenials,279508.0,male,3.58,10.0,2010
"11,926,953,259",0.722,25-34 years,Albania,Albania2010,4359.0,Generation X,183579.0,female,3.27,6.0,2010
"11,926,953,259",0.722,75+ years,Albania,Albania2010,4359.0,Silent,64415.0,female,3.1,2.0,2010
"11,926,953,259",0.722,35-54 years,Albania,Albania2010,4359.0,Generation X,394593.0,female,3.04,12.0,2010
"11,926,953,259",0.722,55-74 years,Albania,Albania2010,4359.0,Silent,241491.0,female,2.9,7.0,2010
"11,926,953,259",0.722,15-24 years,Albania,Albania2010,4359.0,Millenials,263581.0,female,2.28,6.0,2010
"11,926,953,259",0.722,5-14 years,Albania,Albania2010,4359.0,Generation Z,223969.0,female,0.89,2.0,2010
"11,926,953,259",0.722,5-14 years,Albania,Albania2010,4359.0,Generation Z,240939.0,male,0.0,0.0,2010
"240,923,926",,15-24 years,Antigua and Barbuda,Antigua and Barbuda1985,3850.0,Generation X,7709.0,female,0.0,0.0,1985
"240,923,926",,25-34 years,Antigua and Barbuda,Antigua and Barbuda1985,3850.0,Boomers,6344.0,female,0.0,0.0,1985
"240,923,926",,35-54 years,Antigua and Barbuda,Antigua and Barbuda1985,3850.0,Silent,6173.0,female,0.0,0.0,1985
"240,923,926",,5-14 years,Antigua and Barbuda,Antigua and Barbuda1985,3850.0,Generation X,7339.0,female,0.0,0.0,1985
"240,923,926",,55-74 years,Antigua and Barbuda,Antigua and Barbuda1985,3850.0,G.I. Generation,3778.0,female,0.0,0.0,1985
"240,923,926",,75+ years,Antigua and Barbuda,Antigua and Barbuda1985,3850.0,G.I. Generation,949.0,female,0.0,0.0,1985
"240,923,926",,15-24 years,Antigua and Barbuda,Antigua and Barbuda1985,3850.0,Generation X,7667.0,male,0.0,0.0,1985
"240,923,926",,25-34 years,Antigua and Barbuda,Antigua and Barbuda1985,3850.0,Boomers,6194.0,male,0.0,0.0,1985
"240,923,926",,35-54 years,Antigua and Barbuda,Antigua and Barbuda1985,3850.0,Silent,5970.0,male,0.0,0.0,1985
"240,923,926",,5-14 years,Antigua and Barbuda,Antigua and Barbuda1985,3850.0,Generation X,7304.0,male,0.0,0.0,1985
"240,923,926",,55-74 years,Antigua and Barbuda,Antigua and Barbuda1985,3850.0,G.I. Generation,2723.0,male,0.0,0.0,1985
"240,923,926",,75+ years,Antigua and Barbuda,Antigua and Barbuda1985,3850.0,G.I. Generation,424.0,male,0.0,0.0,1985
"290,440,148",,15-24 years,Antigua and Barbuda,Antigua and Barbuda1986,4740.0,Generation X,7668.0,female,0.0,0.0,1986
"290,440,148",,25-34 years,Antigua and Barbuda,Antigua and Barbuda1986,4740.0,Boomers,6209.0,female,0.0,0.0,1986
"290,440,148",,35-54 years,Antigua and Barbuda,Antigua and Barbuda1986,4740.0,Silent,6101.0,female,0.0,0.0,1986
"290,440,148",,5-14 years,Antigua and Barbuda,Antigua and Barbuda1986,4740.0,Generation X,6907.0,female,0.0,0.0,1986
"290,440,148",,55-74 years,Antigua and Barbuda,Antigua and Barbuda1986,4740.0,G.I. Generation,3764.0,female,0.0,0.0,1986
"290,440,148",,75+ years,Antigua and Barbuda,Antigua and Barbuda1986,4740.0,G.I. Generation,1014.0,female,0.0,0.0,1986
"290,440,148",,15-24 years,Antigua and Barbuda,Antigua and Barbuda1986,4740.0,Generation X,7563.0,male,0.0,0.0,1986
"290,440,148",,25-34 years,Antigua and Barbuda,Antigua and Barbuda1986,4740.0,Boomers,6023.0,male,0.0,0.0,1986
"290,440,148",,35-54 years,Antigua and Barbuda,Antigua and Barbuda1986,4740.0,Silent,5947.0,male,0.0,0.0,1986
"290,440,148",,5-14 years,Antigua and Barbuda,Antigua and Barbuda1986,4740.0,Generation X,6827.0,male,0.0,0.0,1986
"290,440,148",,55-74 years,Antigua and Barbuda,Antigua and Barbuda1986,4740.0,G.I. Generation,2771.0,male,0.0,0.0,1986
"290,440,148",,75+ years,Antigua and Barbuda,Antigua and Barbuda1986,4740.0,G.I. Generation,476.0,male,0.0,0.0,1986
"337,174,852",,15-24 years,Antigua and Barbuda,Antigua and Barbuda1987,5595.0,Generation X,7583.0,female,0.0,0.0,1987
"337,174,852",,25-34 years,Antigua and Barbuda,Antigua and Barbuda1987,5595.0,Boomers,6101.0,female,0.0,0.0,1987
"337,174,852",,35-54 years,Antigua and Barbuda,Antigua and Barbuda1987,5595.0,Silent,6059.0,female,0.0,0.0,1987
"337,174,852",,5-14 years,Antigua and Barbuda,Antigua and Barbuda1987,5595.0,Generation X,6623.0,female,0.0,0.0,1987
"337,174,852",,55-74 years,Antigua and Barbuda,Antigua and Barbuda1987,5595.0,G.I. Generation,3738.0,female,0.0,0.0,1987
"337,174,852",,75+ years,Antigua and Barbuda,Antigua and Barbuda1987,5595.0,G.I. Generation,1081.0,female,0.0,0.0,1987
"337,174,852",,15-24 years,Antigua and Barbuda,Antigua and Barbuda1987,5595.0,Generation X,7421.0,male,0.0,0.0,1987
"337,174,852",,25-34 years,Antigua and Barbuda,Antigua and Barbuda1987,5595.0,Boomers,5893.0,male,0.0,0.0,1987
"337,174,852",,35-54 years,Antigua and Barbuda,Antigua and Barbuda1987,5595.0,Silent,5927.0,male,0.0,0.0,1987
"337,174,852",,5-14 years,Antigua and Barbuda,Antigua and Barbuda1987,5595.0,Generation X,6499.0,male,0.0,0.0,1987
"337,174,852",,55-74 years,Antigua and Barbuda,Antigua and Barbuda1987,5595.0,G.I. Generation,2798.0,male,0.0,0.0,1987
"337,174,852",,75+ years,Antigua and Barbuda,Antigua and Barbuda1987,5595.0,G.I. Generation,538.0,male,0.0,0.0,1987
"398,637,741",,15-24 years,Antigua and Barbuda,Antigua and Barbuda1988,6693.0,Generation X,7413.0,female,0.0,0.0,1988
"398,637,741",,25-34 years,Antigua and Barbuda,Antigua and Barbuda1988,6693.0,Boomers,6041.0,female,0.0,0.0,1988
"398,637,741",,35-54 years,Antigua and Barbuda,Antigua and Barbuda1988,6693.0,Silent,6021.0,female,0.0,0.0,1988
"398,637,741",,5-14 years,Antigua and Barbuda,Antigua and Barbuda1988,6693.0,Generation X,6527.0,female,0.0,0.0,1988
"398,637,741",,55-74 years,Antigua and Barbuda,Antigua and Barbuda1988,6693.0,G.I. Generation,3708.0,female,0.0,0.0,1988
"398,637,741",,75+ years,Antigua and Barbuda,Antigua and Barbuda1988,6693.0,G.I. Generation,1141.0,female,0.0,0.0,1988
"398,637,741",,15-24 years,Antigua and Barbuda,Antigua and Barbuda1988,6693.0,Generation X,7209.0,male,0.0,0.0,1988
"398,637,741",,25-34 years,Antigua and Barbuda,Antigua and Barbuda1988,6693.0,Boomers,5826.0,male,0.0,0.0,1988
"398,637,741",,35-54 years,Antigua and Barbuda,Antigua and Barbuda1988,6693.0,Silent,5907.0,male,0.0,0.0,1988
"398,637,741",,5-14 years,Antigua and Barbuda,Antigua and Barbuda1988,6693.0,Generation X,6355.0,male,0.0,0.0,1988
"398,637,741",,55-74 years,Antigua and Barbuda,Antigua and Barbuda1988,6693.0,G.I. Generation,2813.0,male,0.0,0.0,1988
"398,637,741",,75+ years,Antigua and Barbuda,Antigua and Barbuda1988,6693.0,G.I. Generation,603.0,male,0.0,0.0,1988
"438,794,778",,15-24 years,Antigua and Barbuda,Antigua and Barbuda1989,7407.0,Generation X,7152.0,female,0.0,0.0,1989
"438,794,778",,25-34 years,Antigua and Barbuda,Antigua and Barbuda1989,7407.0,Boomers,6059.0,female,0.0,0.0,1989
"438,794,778",,35-54 years,Antigua and Barbuda,Antigua and Barbuda1989,7407.0,Silent,5969.0,female,0.0,0.0,1989
"438,794,778",,5-14 years,Antigua and Barbuda,Antigua and Barbuda1989,7407.0,Generation X,6621.0,female,0.0,0.0,1989
"438,794,778",,55-74 years,Antigua and Barbuda,Antigua and Barbuda1989,7407.0,G.I. Generation,3696.0,female,0.0,0.0,1989
"438,794,778",,75+ years,Antigua and Barbuda,Antigua and Barbuda1989,7407.0,G.I. Generation,1195.0,female,0.0,0.0,1989
"438,794,778",,15-24 years,Antigua and Barbuda,Antigua and Barbuda1989,7407.0,Generation X,6927.0,male,0.0,0.0,1989
"438,794,778",,25-34 years,Antigua and Barbuda,Antigua and Barbuda1989,7407.0,Boomers,5835.0,male,0.0,0.0,1989
"438,794,778",,35-54 years,Antigua and Barbuda,Antigua and Barbuda1989,7407.0,Silent,5862.0,male,0.0,0.0,1989
"438,794,778",,5-14 years,Antigua and Barbuda,Antigua and Barbuda1989,7407.0,Generation X,6403.0,male,0.0,0.0,1989
"438,794,778",,55-74 years,Antigua and Barbuda,Antigua and Barbuda1989,7407.0,G.I. Generation,2843.0,male,0.0,0.0,1989
"438,794,778",,75+ years,Antigua and Barbuda,Antigua and Barbuda1989,7407.0,G.I. Generation,676.0,male,0.0,0.0,1989
"459,469,074",,35-54 years,Antigua and Barbuda,Antigua and Barbuda1990,7744.0,Silent,5799.0,male,17.24,1.0,1990
"459,469,074",,15-24 years,Antigua and Barbuda,Antigua and Barbuda1990,7744.0,Generation X,6827.0,female,0.0,0.0,1990
"459,469,074",,25-34 years,Antigua and Barbuda,Antigua and Barbuda1990,7744.0,Boomers,6172.0,female,0.0,0.0,1990
"459,469,074",,35-54 years,Antigua and Barbuda,Antigua and Barbuda1990,7744.0,Silent,5895.0,female,0.0,0.0,1990
"459,469,074",,5-14 years,Antigua and Barbuda,Antigua and Barbuda1990,7744.0,Generation X,6877.0,female,0.0,0.0,1990
"459,469,074",,55-74 years,Antigua and Barbuda,Antigua and Barbuda1990,7744.0,G.I. Generation,3706.0,female,0.0,0.0,1990
"459,469,074",,75+ years,Antigua and Barbuda,Antigua and Barbuda1990,7744.0,G.I. Generation,1252.0,female,0.0,0.0,1990
"459,469,074",,15-24 years,Antigua and Barbuda,Antigua and Barbuda1990,7744.0,Generation X,6598.0,male,0.0,0.0,1990
"459,469,074",,25-34 years,Antigua and Barbuda,Antigua and Barbuda1990,7744.0,Boomers,5937.0,male,0.0,0.0,1990
"459,469,074",,5-14 years,Antigua and Barbuda,Antigua and Barbuda1990,7744.0,Generation X,6611.0,male,0.0,0.0,1990
"459,469,074",,55-74 years,Antigua and Barbuda,Antigua and Barbuda1990,7744.0,G.I. Generation,2902.0,male,0.0,0.0,1990
"459,469,074",,75+ years,Antigua and Barbuda,Antigua and Barbuda1990,7744.0,G.I. Generation,758.0,male,0.0,0.0,1990
"481,706,333",,15-24 years,Antigua and Barbuda,Antigua and Barbuda1991,7976.0,Generation X,6595.0,female,0.0,0.0,1991
"481,706,333",,25-34 years,Antigua and Barbuda,Antigua and Barbuda1991,7976.0,Boomers,6396.0,female,0.0,0.0,1991
"481,706,333",,35-54 years,Antigua and Barbuda,Antigua and Barbuda1991,7976.0,Boomers,6198.0,female,0.0,0.0,1991
"481,706,333",,5-14 years,Antigua and Barbuda,Antigua and Barbuda1991,7976.0,Millenials,7089.0,female,0.0,0.0,1991
"481,706,333",,55-74 years,Antigua and Barbuda,Antigua and Barbuda1991,7976.0,Silent,3665.0,female,0.0,0.0,1991
"481,706,333",,75+ years,Antigua and Barbuda,Antigua and Barbuda1991,7976.0,G.I. Generation,1293.0,female,0.0,0.0,1991
"481,706,333",,15-24 years,Antigua and Barbuda,Antigua and Barbuda1991,7976.0,Generation X,6401.0,male,0.0,0.0,1991
"481,706,333",,25-34 years,Antigua and Barbuda,Antigua and Barbuda1991,7976.0,Boomers,6156.0,male,0.0,0.0,1991
"481,706,333",,35-54 years,Antigua and Barbuda,Antigua and Barbuda1991,7976.0,Boomers,6122.0,male,0.0,0.0,1991
"481,706,333",,5-14 years,Antigua and Barbuda,Antigua and Barbuda1991,7976.0,Millenials,6818.0,male,0.0,0.0,1991
"481,706,333",,55-74 years,Antigua and Barbuda,Antigua and Barbuda1991,7976.0,Silent,2857.0,male,0.0,0.0,1991
"481,706,333",,75+ years,Antigua and Barbuda,Antigua and Barbuda1991,7976.0,G.I. Generation,804.0,male,0.0,0.0,1991
"499,281,148",,15-24 years,Antigua and Barbuda,Antigua and Barbuda1992,8087.0,Generation X,6369.0,female,0.0,0.0,1992
"499,281,148",,25-34 years,Antigua and Barbuda,Antigua and Barbuda1992,8087.0,Boomers,6650.0,female,0.0,0.0,1992
"499,281,148",,35-54 years,Antigua and Barbuda,Antigua and Barbuda1992,8087.0,Boomers,6534.0,female,0.0,0.0,1992
"499,281,148",,5-14 years,Antigua and Barbuda,Antigua and Barbuda1992,8087.0,Millenials,7311.0,female,0.0,0.0,1992
"499,281,148",,55-74 years,Antigua and Barbuda,Antigua and Barbuda1992,8087.0,Silent,3648.0,female,0.0,0.0,1992
"499,281,148",,75+ years,Antigua and Barbuda,Antigua and Barbuda1992,8087.0,G.I. Generation,1339.0,female,0.0,0.0,1992
"499,281,148",,15-24 years,Antigua and Barbuda,Antigua and Barbuda1992,8087.0,Generation X,6221.0,male,0.0,0.0,1992
"499,281,148",,25-34 years,Antigua and Barbuda,Antigua and Barbuda1992,8087.0,Boomers,6409.0,male,0.0,0.0,1992
"499,281,148",,35-54 years,Antigua and Barbuda,Antigua and Barbuda1992,8087.0,Boomers,6497.0,male,0.0,0.0,1992
"499,281,148",,5-14 years,Antigua and Barbuda,Antigua and Barbuda1992,8087.0,Millenials,7059.0,male,0.0,0.0,1992
"499,281,148",,55-74 years,Antigua and Barbuda,Antigua and Barbuda1992,8087.0,Silent,2851.0,male,0.0,0.0,1992
"499,281,148",,75+ years,Antigua and Barbuda,Antigua and Barbuda1992,8087.0,G.I. Generation,853.0,male,0.0,0.0,1992
"535,172,778",,25-34 years,Antigua and Barbuda,Antigua and Barbuda1993,8453.0,Boomers,6668.0,male,15.0,1.0,1993
"535,172,778",,15-24 years,Antigua and Barbuda,Antigua and Barbuda1993,8453.0,Generation X,6182.0,female,0.0,0.0,1993
"535,172,778",,25-34 years,Antigua and Barbuda,Antigua and Barbuda1993,8453.0,Boomers,6914.0,female,0.0,0.0,1993
"535,172,778",,35-54 years,Antigua and Barbuda,Antigua and Barbuda1993,8453.0,Boomers,6917.0,female,0.0,0.0,1993
"535,172,778",,5-14 years,Antigua and Barbuda,Antigua and Barbuda1993,8453.0,Millenials,7529.0,female,0.0,0.0,1993
"535,172,778",,55-74 years,Antigua and Barbuda,Antigua and Barbuda1993,8453.0,Silent,3662.0,female,0.0,0.0,1993
"535,172,778",,75+ years,Antigua and Barbuda,Antigua and Barbuda1993,8453.0,G.I. Generation,1386.0,female,0.0,0.0,1993
"535,172,778",,15-24 years,Antigua and Barbuda,Antigua and Barbuda1993,8453.0,Generation X,6069.0,male,0.0,0.0,1993
"535,172,778",,35-54 years,Antigua and Barbuda,Antigua and Barbuda1993,8453.0,Boomers,6915.0,male,0.0,0.0,1993
"535,172,778",,5-14 years,Antigua and Barbuda,Antigua and Barbuda1993,8453.0,Millenials,7298.0,male,0.0,0.0,1993
"535,172,778",,55-74 years,Antigua and Barbuda,Antigua and Barbuda1993,8453.0,Silent,2879.0,male,0.0,0.0,1993
"535,172,778",,75+ years,Antigua and Barbuda,Antigua and Barbuda1993,8453.0,G.I. Generation,896.0,male,0.0,0.0,1993
"589,429,593",,15-24 years,Antigua and Barbuda,Antigua and Barbuda1994,9062.0,Generation X,6083.0,female,0.0,0.0,1994
"589,429,593",,25-34 years,Antigua and Barbuda,Antigua and Barbuda1994,9062.0,Boomers,7151.0,female,0.0,0.0,1994
"589,429,593",,35-54 years,Antigua and Barbuda,Antigua and Barbuda1994,9062.0,Boomers,7357.0,female,0.0,0.0,1994
"589,429,593",,5-14 years,Antigua and Barbuda,Antigua and Barbuda1994,9062.0,Millenials,7722.0,female,0.0,0.0,1994
"589,429,593",,55-74 years,Antigua and Barbuda,Antigua and Barbuda1994,9062.0,Silent,3715.0,female,0.0,0.0,1994
"589,429,593",,75+ years,Antigua and Barbuda,Antigua and Barbuda1994,9062.0,G.I. Generation,1437.0,female,0.0,0.0,1994
"589,429,593",,15-24 years,Antigua and Barbuda,Antigua and Barbuda1994,9062.0,Generation X,5976.0,male,0.0,0.0,1994
"589,429,593",,25-34 years,Antigua and Barbuda,Antigua and Barbuda1994,9062.0,Boomers,6886.0,male,0.0,0.0,1994
"589,429,593",,35-54 years,Antigua and Barbuda,Antigua and Barbuda1994,9062.0,Boomers,7359.0,male,0.0,0.0,1994
"589,429,593",,5-14 years,Antigua and Barbuda,Antigua and Barbuda1994,9062.0,Millenials,7494.0,male,0.0,0.0,1994
"589,429,593",,55-74 years,Antigua and Barbuda,Antigua and Barbuda1994,9062.0,Silent,2935.0,male,0.0,0.0,1994
"589,429,593",,75+ years,Antigua and Barbuda,Antigua and Barbuda1994,9062.0,G.I. Generation,929.0,male,0.0,0.0,1994
"577,280,741",,15-24 years,Antigua and Barbuda,Antigua and Barbuda1995,8636.0,Generation X,6099.0,female,0.0,0.0,1995
"577,280,741",,25-34 years,Antigua and Barbuda,Antigua and Barbuda1995,8636.0,Generation X,7333.0,female,0.0,0.0,1995
"577,280,741",,35-54 years,Antigua and Barbuda,Antigua and Barbuda1995,8636.0,Boomers,7851.0,female,0.0,0.0,1995
"577,280,741",,5-14 years,Antigua and Barbuda,Antigua and Barbuda1995,8636.0,Millenials,7885.0,female,0.0,0.0,1995
"577,280,741",,55-74 years,Antigua and Barbuda,Antigua and Barbuda1995,8636.0,Silent,3808.0,female,0.0,0.0,1995
"577,280,741",,75+ years,Antigua and Barbuda,Antigua and Barbuda1995,8636.0,G.I. Generation,1488.0,female,0.0,0.0,1995
"577,280,741",,15-24 years,Antigua and Barbuda,Antigua and Barbuda1995,8636.0,Generation X,5953.0,male,0.0,0.0,1995
"577,280,741",,25-34 years,Antigua and Barbuda,Antigua and Barbuda1995,8636.0,Generation X,7023.0,male,0.0,0.0,1995
"577,280,741",,35-54 years,Antigua and Barbuda,Antigua and Barbuda1995,8636.0,Boomers,7809.0,male,0.0,0.0,1995
"577,280,741",,5-14 years,Antigua and Barbuda,Antigua and Barbuda1995,8636.0,Millenials,7632.0,male,0.0,0.0,1995
"577,280,741",,55-74 years,Antigua and Barbuda,Antigua and Barbuda1995,8636.0,Silent,3021.0,male,0.0,0.0,1995
"577,280,741",,75+ years,Antigua and Barbuda,Antigua and Barbuda1995,8636.0,G.I. Generation,944.0,male,0.0,0.0,1995
"727,860,593",,15-24 years,Antigua and Barbuda,Antigua and Barbuda1998,10078.0,Generation X,6529.0,female,0.0,0.0,1998
"727,860,593",,25-34 years,Antigua and Barbuda,Antigua and Barbuda1998,10078.0,Generation X,8332.0,female,0.0,0.0,1998
"727,860,593",,35-54 years,Antigua and Barbuda,Antigua and Barbuda1998,10078.0,Boomers,9615.0,female,0.0,0.0,1998
"727,860,593",,5-14 years,Antigua and Barbuda,Antigua and Barbuda1998,10078.0,Millenials,8183.0,female,0.0,0.0,1998
"727,860,593",,55-74 years,Antigua and Barbuda,Antigua and Barbuda1998,10078.0,Silent,3921.0,female,0.0,0.0,1998
"727,860,593",,75+ years,Antigua and Barbuda,Antigua and Barbuda1998,10078.0,G.I. Generation,1476.0,female,0.0,0.0,1998
"727,860,593",,15-24 years,Antigua and Barbuda,Antigua and Barbuda1998,10078.0,Generation X,5916.0,male,0.0,0.0,1998
"727,860,593",,25-34 years,Antigua and Barbuda,Antigua and Barbuda1998,10078.0,Generation X,7294.0,male,0.0,0.0,1998
"727,860,593",,35-54 years,Antigua and Barbuda,Antigua and Barbuda1998,10078.0,Boomers,9086.0,male,0.0,0.0,1998
"727,860,593",,5-14 years,Antigua and Barbuda,Antigua and Barbuda1998,10078.0,Millenials,7706.0,male,0.0,0.0,1998
"727,860,593",,55-74 years,Antigua and Barbuda,Antigua and Barbuda1998,10078.0,Silent,3213.0,male,0.0,0.0,1998
"727,860,593",,75+ years,Antigua and Barbuda,Antigua and Barbuda1998,10078.0,G.I. Generation,954.0,male,0.0,0.0,1998
"766,198,926",,15-24 years,Antigua and Barbuda,Antigua and Barbuda1999,10378.0,Generation X,6589.0,female,0.0,0.0,1999
"766,198,926",,25-34 years,Antigua and Barbuda,Antigua and Barbuda1999,10378.0,Generation X,8526.0,female,0.0,0.0,1999
"766,198,926",,35-54 years,Antigua and Barbuda,Antigua and Barbuda1999,10378.0,Boomers,10311.0,female,0.0,0.0,1999
"766,198,926",,5-14 years,Antigua and Barbuda,Antigua and Barbuda1999,10378.0,Millenials,8314.0,female,0.0,0.0,1999
"766,198,926",,55-74 years,Antigua and Barbuda,Antigua and Barbuda1999,10378.0,Silent,3968.0,female,0.0,0.0,1999
"766,198,926",,75+ years,Antigua and Barbuda,Antigua and Barbuda1999,10378.0,G.I. Generation,1451.0,female,0.0,0.0,1999
"766,198,926",,15-24 years,Antigua and Barbuda,Antigua and Barbuda1999,10378.0,Generation X,5845.0,male,0.0,0.0,1999
"766,198,926",,25-34 years,Antigua and Barbuda,Antigua and Barbuda1999,10378.0,Generation X,7263.0,male,0.0,0.0,1999
"766,198,926",,35-54 years,Antigua and Barbuda,Antigua and Barbuda1999,10378.0,Boomers,9537.0,male,0.0,0.0,1999
"766,198,926",,5-14 years,Antigua and Barbuda,Antigua and Barbuda1999,10378.0,Millenials,7805.0,male,0.0,0.0,1999
"766,198,926",,55-74 years,Antigua and Barbuda,Antigua and Barbuda1999,10378.0,Silent,3276.0,male,0.0,0.0,1999
"766,198,926",,75+ years,Antigua and Barbuda,Antigua and Barbuda1999,10378.0,G.I. Generation,947.0,male,0.0,0.0,1999
"830,158,778",,55-74 years,Antigua and Barbuda,Antigua and Barbuda2000,11021.0,Silent,3333.0,male,30.0,1.0,2000
"830,158,778",,35-54 years,Antigua and Barbuda,Antigua and Barbuda2000,11021.0,Boomers,10033.0,male,9.97,1.0,2000
"830,158,778",,15-24 years,Antigua and Barbuda,Antigua and Barbuda2000,11021.0,Generation X,6616.0,female,0.0,0.0,2000
"830,158,778",,25-34 years,Antigua and Barbuda,Antigua and Barbuda2000,11021.0,Generation X,8595.0,female,0.0,0.0,2000
"830,158,778",,35-54 years,Antigua and Barbuda,Antigua and Barbuda2000,11021.0,Boomers,11040.0,female,0.0,0.0,2000
"830,158,778",,5-14 years,Antigua and Barbuda,Antigua and Barbuda2000,11021.0,Millenials,8439.0,female,0.0,0.0,2000
"830,158,778",,55-74 years,Antigua and Barbuda,Antigua and Barbuda2000,11021.0,Silent,3986.0,female,0.0,0.0,2000
"830,158,778",,75+ years,Antigua and Barbuda,Antigua and Barbuda2000,11021.0,G.I. Generation,1413.0,female,0.0,0.0,2000
"830,158,778",,15-24 years,Antigua and Barbuda,Antigua and Barbuda2000,11021.0,Generation X,5783.0,male,0.0,0.0,2000
"830,158,778",,25-34 years,Antigua and Barbuda,Antigua and Barbuda2000,11021.0,Generation X,7177.0,male,0.0,0.0,2000
"830,158,778",,5-14 years,Antigua and Barbuda,Antigua and Barbuda2000,11021.0,Millenials,7973.0,male,0.0,0.0,2000
"830,158,778",,75+ years,Antigua and Barbuda,Antigua and Barbuda2000,11021.0,G.I. Generation,938.0,male,0.0,0.0,2000
"800,740,259",,35-54 years,Antigua and Barbuda,Antigua and Barbuda2001,10468.0,Boomers,10281.0,male,19.45,2.0,2001
"800,740,259",,15-24 years,Antigua and Barbuda,Antigua and Barbuda2001,10468.0,Millenials,6902.0,female,0.0,0.0,2001
